ID,Time,Type,X,Y,HitSound,Extra
2269930-2,60262,slider,168,240,0,P|123:170|154:94
2269930-2,60637,circle,243,16,0,
2269930-2,60762,slider,358,119,0,P|315:125|273:131
2269930-2,61012,slider,69,81,0,P|111:74|153:68
2269930-2,61262,slider,0,213,0,P|84:226|168:239
2269930-2,61637,circle,248,152,0,
2269930-2,61762,circle,353,236,2,
2269930-2,61887,circle,353,236,0,
2269930-2,62012,slider,268,361,0,P|253:321|259:279
2269930-2,62262,slider,431,171,0,P|354:201|285:157
2269930-2,62637,slider,153,76,0,P|195:69|237:63
2269930-2,62887,circle,365,85,0,
2269930-2,63012,slider,468,0,0,P|461:42|455:84
2269930-2,63262,slider,353,236,0,B|256:247|312:307|195:321
2269930-2,63637,circle,111,215,2,
2269930-2,63762,slider,111,215,0,P|151:200|193:206
2269930-2,64012,slider,101,360,0,P|68:332|52:293
2269930-2,64262,slider,0,141,0,P|54:101|160:114
2269930-2,64637,circle,216,209,0,
2269930-2,64762,circle,269,80,2,
2269930-2,64887,circle,269,80,0,
2269930-2,65012,slider,414,137,0,P|371:143|329:150
2269930-2,65262,slider,142,149,0,B|153:247|213:191|227:308
2269930-2,65637,circle,154,360,0,
2269930-2,65762,slider,0,304,0,P|41:297|84:291
2269930-2,66012,circle,216,209,10,
2269930-2,66137,slider,326,328,0,B|427:295|427:295|474:338
2269930-2,66512,slider,512,193,0,P|469:199|427:206
2269930-2,66762,slider,269,141,0,P|254:101|259:59
2269930-2,67012,circle,348,6,10,
2269930-2,67137,circle,469,56,0,
2269930-2,67262,slider,388,205,0,P|381:162|374:120
2269930-2,67512,slider,497,288,0,P|503:245|510:203
2269930-2,67762,slider,299,256,0,P|306:298|313:340
2269930-2,68012,slider,196,156,0,P|190:198|184:241
2269930-2,68262,slider,250,22,0,P|180:68|104:35
2269930-2,68637,circle,22,79,0,
2269930-2,68762,slider,90,142,0,P|83:184|76:226
2269930-2,69262,slider,278,187,0,B|379:154|379:154|426:197
2269930-2,69637,circle,319,303,0,
2269930-2,69762,slider,187,239,0,P|172:199|177:157
2269930-2,70012,circle,309,75,10,
2269930-2,70137,circle,278,187,0,
2269930-2,70262,slider,101,102,0,P|58:108|16:115
2269930-2,70512,circle,195,30,8,
2269930-2,70637,circle,195,30,0,
2269930-2,70762,circle,309,75,8,
2269930-2,70887,circle,309,75,0,
2269930-2,71012,slider,442,19,0,P|434:61|428:103
2269930-2,71262,circle,296,277,8,
2269930-2,71387,circle,347,165,8,
2269930-2,71512,slider,501,210,0,P|458:217|416:223
2269930-2,71762,circle,257,191,8,
2269930-2,71887,circle,390,307,8,
2269930-2,72012,circle,430,133,8,
2269930-2,72137,circle,296,277,8,
2269930-2,72262,circle,240,79,6,
2269930-2,72324,spinner,256,192,2,76262
2269930-2,76324,spinner,256,192,0,79762
2269930-3,8262,slider,73,94,0,L|90:197
2269930-3,8643,slider,29,254,0,P|17:287|46:380
2269930-3,9273,slider,136,304,0,B|232:272|213:348|311:317
2269930-3,10274,slider,308,317,0,P|307:277|331:218
2269930-3,10638,slider,419,155,0,P|422:194|393:299
2269930-3,11259,circle,467,360,2,
2269930-3,11774,circle,469,350,2,
2269930-3,12289,slider,419,155,0,L|318:140
2269930-3,12650,slider,317,53,0,L|457:73
2269930-3,13252,slider,246,110,0,B|179:119|179:119|151:154|151:154|66:167
2269930-3,14280,slider,134,9,0,P|130:39|154:103
2269930-3,14645,slider,246,110,0,P|251:152|216:244
2269930-3,15255,circle,144,328,2,
2269930-3,15511,circle,219,381,2,
2269930-3,15767,circle,301,343,2,
2269930-3,16024,circle,304,251,2,
2269930-3,16280,slider,483,371,0,L|498:264
2269930-3,16650,slider,402,320,0,L|380:170
2269930-3,17267,slider,512,104,0,P|471:112|409:111
2269930-3,17771,slider,362,38,0,P|403:30|465:31
2269930-3,18275,slider,382,186,0,P|349:190|294:170
2269930-3,18645,slider,215,189,0,P|191:158|194:53
2269930-3,19262,circle,269,0,2,
2269930-3,19509,circle,283,86,2,
2269930-3,19756,circle,296,171,2,
2269930-3,20003,circle,309,256,2,
2269930-3,20250,slider,449,348,0,B|426:333|426:333|353:325
2269930-3,20641,slider,279,339,0,B|255:361|255:361|138:377
2269930-3,21263,slider,8,302,0,P|-8:270|-1:215
2269930-3,21793,slider,159,199,0,P|175:231|168:286
2269930-3,22280,slider,81,249,0,L|65:145
2269930-3,22640,slider,11,86,0,B|45:119|45:119|151:103
2269930-3,23240,slider,261,81,0,L|288:77
2269930-3,24265,slider,261,81,0,P|238:115|257:200
2269930-3,24640,circle,288,271,2,
2269930-3,24765,slider,288,271,0,L|174:256
2269930-3,25265,slider,100,353,0,P|91:295|79:245
2269930-3,25765,slider,396,178,0,P|383:230|375:283
2269930-3,26140,circle,368,379,0,
2269930-3,26265,slider,288,271,0,P|252:260|187:286
2269930-3,26640,circle,147,201,2,
2269930-3,26765,slider,147,201,0,L|163:89
2269930-3,27265,slider,21,24,0,P|57:35|122:9
2269930-3,27640,circle,162,94,2,
2269930-3,27765,slider,162,94,0,L|146:206
2269930-3,28140,circle,91,305,0,
2269930-3,28265,slider,218,253,0,B|279:240|263:281|327:266
2269930-3,28640,circle,399,335,2,
2269930-3,28765,slider,399,335,0,L|415:223
2269930-3,29265,slider,485,9,0,P|499:42|491:124
2269930-3,29765,slider,321,267,0,P|307:234|315:152
2269930-3,30140,circle,361,50,0,
2269930-3,30265,slider,243,107,0,L|127:90
2269930-3,30640,circle,43,45,2,
2269930-3,30765,slider,43,45,0,L|59:157
2269930-3,31265,circle,0,252,2,
2269930-3,31515,circle,0,252,0,
2269930-3,31765,circle,174,372,2,
2269930-3,32015,circle,174,372,0,
2269930-3,32265,slider,398,216,0,P|409:178|406:148
2269930-3,32515,circle,299,212,10,
2269930-3,32640,slider,379,300,0,L|518:281
2269930-3,33015,slider,328,368,0,L|257:358
2269930-3,33265,slider,208,211,0,P|217:250|214:284
2269930-3,33515,slider,147,376,0,P|138:337|141:303
2269930-3,33765,slider,117,158,0,P|126:197|123:231
2269930-3,34015,slider,56,323,0,P|47:284|50:250
2269930-3,34265,slider,117,158,0,L|47:148
2269930-3,34515,circle,127,33,8,
2269930-3,34640,slider,197,122,0,L|338:102
2269930-3,35015,slider,435,39,0,L|365:29
2269930-3,35265,slider,459,185,0,P|470:152|469:119
2269930-3,35515,slider,363,257,0,P|352:290|353:323
2269930-3,35765,slider,447,269,0,P|480:280|513:279
2269930-3,36015,slider,375,173,0,P|342:162|309:163
2269930-3,36265,slider,222,336,0,P|265:343|363:316
2269930-3,36640,slider,146,261,0,B|123:344|123:344|161:402
2269930-3,37015,slider,234,246,0,L|223:174
2269930-3,37265,slider,28,106,0,L|100:96
2269930-3,37515,slider,127,8,0,L|60:17
2269930-3,37765,slider,144,172,0,L|216:162
2269930-3,38015,slider,243,74,0,L|176:83
2269930-3,38265,slider,234,246,0,B|303:231|293:276|367:257
2269930-3,38640,slider,470,127,0,P|405:127|348:184
2269930-3,39015,slider,448,279,0,P|448:240|437:210
2269930-3,39265,circle,293,108,10,
2269930-3,39390,circle,365,257,8,
2269930-3,39515,circle,292,85,8,
2269930-3,39640,circle,234,246,8,
2269930-3,39765,slider,375,143,0,P|381:106|379:71
2269930-3,40015,slider,238,179,0,P|232:216|234:251
2269930-3,40265,circle,359,345,4,
2269930-3,44265,slider,106,90,0,L|7:75
2269930-3,44515,slider,141,229,0,L|312:206
2269930-3,44890,circle,191,60,0,
2269930-3,45015,slider,52,204,0,P|49:247|69:289
2269930-3,45265,slider,239,330,0,L|140:315
2269930-3,45515,circle,269,122,8,
2269930-3,45640,slider,326,293,0,L|497:270
2269930-3,46015,slider,269,122,0,P|254:170|266:216
2269930-3,46265,slider,486,44,0,L|387:29
2269930-3,46515,slider,260,203,0,L|344:190
2269930-3,46765,circle,311,1,2,
2269930-3,46890,circle,181,146,0,
2269930-3,47015,circle,382,113,10,
2269930-3,47140,slider,202,38,0,L|103:23
2269930-3,47390,circle,157,231,2,
2269930-3,47515,circle,275,108,10,
2269930-3,47640,slider,86,106,0,B|37:147|37:147|70:258
2269930-3,48015,slider,228,355,0,L|240:269
2269930-3,48265,slider,382,113,0,P|397:157|391:198
2269930-3,48515,slider,157,231,0,P|187:196|226:180
2269930-3,48765,circle,412,333,2,
2269930-3,48890,circle,239,270,0,
2269930-3,49015,slider,392,194,0,L|476:206
2269930-3,49265,slider,330,381,0,P|322:335|325:287
2269930-3,49515,slider,470,121,0,P|478:167|475:215
2269930-3,49765,circle,301,122,2,
2269930-3,49890,circle,467,28,0,
2269930-3,50015,slider,392,194,0,L|308:206
2269930-3,50265,slider,203,26,0,L|287:38
2269930-3,50515,slider,130,179,0,P|114:126|118:94
2269930-3,50765,circle,219,215,2,
2269930-3,50890,circle,40,214,0,
2269930-3,51015,circle,206,125,10,
2269930-3,51140,slider,120,293,0,L|109:377
2269930-3,51390,circle,318,290,0,
2269930-3,51515,slider,318,290,0,L|307:206
2269930-3,51765,circle,224,341,2,
2269930-3,51890,circle,399,344,0,
2269930-3,52015,slider,222,252,0,P|179:247|131:267
2269930-3,52265,slider,280,108,0,B|336:92|336:92|389:125|456:110
2269930-3,52890,circle,402,26,0,
2269930-3,53015,slider,324,189,0,L|335:273
2269930-3,53265,slider,191,84,0,L|202:0
2269930-3,53515,circle,302,201,10,
2269930-3,53640,slider,107,125,0,P|80:163|98:285
2269930-3,54015,slider,259,358,0,P|223:331|168:326
2269930-3,54265,circle,17,337,10,
2269930-3,56262,slider,307,124,0,P|294:172|306:228
2269930-3,56512,slider,465,367,0,P|477:324|472:279
2269930-3,56762,circle,399,133,2,
2269930-3,56887,circle,290,297,0,
2269930-3,57012,slider,483,188,0,L|496:90
2269930-3,57262,slider,299,211,0,L|395:225
2269930-3,57512,slider,439,26,0,L|343:40
2269930-3,57762,circle,156,185,2,
2269930-3,57887,circle,247,11,0,
2269930-3,58012,slider,299,211,0,P|305:260|282:309
2269930-3,58262,slider,72,235,0,L|58:139
2269930-3,58512,slider,247,11,0,L|234:100
2269930-3,58762,circle,167,286,2,
2269930-3,58887,circle,138,83,0,
2269930-3,59012,slider,252,236,0,P|299:245|353:228
2269930-3,59262,circle,354,15,2,
2269930-3,59387,circle,176,175,0,
2269930-3,59512,circle,420,150,10,
2269930-3,59637,slider,247,11,0,B|202:3|202:3|153:17
2269930-3,59887,circle,89,224,0,
2269930-3,60012,slider,256,107,0,B|298:94|298:94|343:102
2269930-3,60262,slider,97,310,0,P|82:262|93:213
2269930-3,60512,slider,325,276,0,P|339:318|333:362
2269930-3,60762,circle,176,175,2,
2269930-3,60887,circle,406,232,0,
2269930-3,61012,slider,198,353,0,L|185:256
2269930-3,61262,slider,318,31,0,L|305:128
2269930-3,61512,slider,88,223,0,L|75:126
2269930-3,61762,circle,208,1,2,
2269930-3,61887,circle,268,203,0,
2269930-3,62012,slider,126,58,0,P|80:44|32:52
2269930-3,62262,slider,151,294,0,P|195:299|237:285
2269930-3,62512,circle,348,80,8,
2269930-3,62637,slider,174,206,0,B|119:195|119:195|64:231|-5:216
2269930-3,63012,slider,218,24,0,L|231:115
2269930-3,63262,circle,397,283,2,
2269930-3,63387,circle,174,206,0,
2269930-3,63512,circle,372,64,10,
2269930-3,63637,slider,276,305,0,P|224:312|173:289
2269930-3,63887,circle,274,91,0,
2269930-3,64012,slider,397,283,0,P|449:290|500:267
2269930-3,64262,slider,472,19,0,L|458:120
2269930-3,64512,slider,276,305,0,L|262:204
2269930-3,64762,circle,219,14,2,
2269930-3,64887,circle,409,190,0,
2269930-3,65012,circle,165,139,8,
2269930-3,65137,slider,380,0,0,L|366:101
2269930-3,65387,circle,276,305,0,
2269930-3,65512,slider,181,119,0,P|228:105|289:119
2269930-3,65762,circle,163,302,2,
2269930-3,65887,circle,83,72,0,
2269930-3,66012,circle,180,286,10,
2269930-3,66137,slider,278,20,0,L|187:6
2269930-3,66387,circle,29,156,0,
2269930-3,66512,slider,236,205,0,L|325:193
2269930-3,66762,circle,124,159,2,
2269930-3,66887,circle,258,332,0,
2269930-3,67012,circle,268,109,10,
2269930-3,67137,slider,145,325,0,P|100:330|58:316
2269930-3,67387,circle,180,91,0,
2269930-3,67512,slider,278,312,0,P|322:317|364:303
2269930-3,67762,slider,180,91,0,L|193:188
2269930-3,68012,slider,452,293,0,L|465:196
2269930-3,68262,slider,326,14,0,B|263:54|263:54|282:177
2269930-3,68887,circle,191,180,0,
2269930-3,69012,slider,374,94,0,L|462:107
2269930-3,69262,slider,382,279,0,L|293:292
2269930-3,69512,slider,87,134,0,P|81:188|100:233
2269930-3,69762,circle,227,371,2,
2269930-3,69887,circle,301,184,0,
2269930-3,70012,slider,135,329,0,L|45:318
2269930-3,70262,circle,160,70,10,
2269930-3,70387,circle,274,294,0,
2269930-3,70512,circle,286,29,10,
2269930-3,70637,circle,187,254,0,
2269930-3,70762,slider,381,80,0,P|393:122|386:166
2269930-3,71012,slider,92,220,0,P|79:178|87:134
2269930-3,71262,circle,304,17,8,
2269930-3,71387,circle,53,51,8,
2269930-3,71512,slider,296,178,0,L|401:165
2269930-3,71762,circle,199,31,8,
2269930-3,71887,circle,141,306,8,
2269930-3,72012,circle,197,11,8,
2269930-3,72137,circle,327,306,8,
2269930-3,72262,circle,47,146,6,
2269930-3,72324,spinner,256,192,2,76262
2269930-4,245,slider,376,196,0,P|382:219|388:242
2269930-4,511,circle,466,287,2,
2269930-4,645,slider,466,287,0,P|449:310|333:314
2269930-4,1264,slider,134,204,0,P|87:216|41:228
2269930-4,1790,slider,166,350,0,P|212:362|258:374
2269930-4,2279,slider,224,203,0,P|222:228|206:254
2269930-4,2520,circle,134,204,2,
2269930-4,2641,slider,134,204,0,P|115:134|96:64
2269930-4,3246,slider,365,0,0,P|352:46|340:92
2269930-4,3767,slider,498,221,0,P|485:174|473:128
2269930-4,4271,slider,230,99,0,P|236:122|242:145
2269930-4,4516,circle,278,227,2,
2269930-4,4639,slider,278,227,0,B|357:203|341:267|416:246
2269930-4,5254,slider,512,0,0,P|466:12|420:24
2269930-4,5780,slider,230,99,0,P|276:111|322:123
2269930-4,6269,slider,142,0,0,P|118:5|95:12
2269930-4,6513,circle,19,59,2,
2269930-4,6636,slider,19,59,0,B|44:85|66:93|66:93|37:183
2269930-4,7248,slider,227,309,0,P|180:320|134:332
2269930-4,7769,slider,26,191,0,P|72:202|118:214
2269930-4,8262,slider,316,365,0,P|335:319|316:254
2269930-4,8643,slider,201,208,0,P|214:262|228:316
2269930-4,9021,slider,121,382,0,P|128:353|135:324
2269930-4,9273,slider,18,239,0,P|74:242|123:205
2269930-4,9783,slider,73,43,0,P|59:97|46:152
2269930-4,10274,slider,318,41,0,P|273:12|217:15
2269930-4,10638,slider,148,125,0,P|202:112|257:98
2269930-4,11002,slider,330,197,0,P|301:190|272:183
2269930-4,11259,slider,444,79,0,B|424:107|395:124|395:124|433:214
2269930-4,11774,circle,496,273,2,
2269930-4,12289,slider,504,284,0,P|449:298|395:311
2269930-4,12650,slider,288,368,0,P|305:321|292:271
2269930-4,13011,slider,160,303,0,P|189:310|218:317
2269930-4,13252,slider,240,126,0,P|226:176|213:226
2269930-4,13778,slider,56,384,0,P|43:333|30:283
2269930-4,14280,slider,40,80,0,P|90:76|134:104
2269930-4,14645,slider,177,212,0,P|122:198|68:184
2269930-4,15011,slider,225,135,0,P|251:127|275:119
2269930-4,15255,slider,340,46,0,P|295:21|244:26
2269930-4,16024,slider,340,46,0,P|369:39|398:32
2269930-4,16280,slider,512,119,0,P|483:112|454:105
2269930-4,16526,circle,365,129,2,
2269930-4,16650,slider,365,129,0,P|377:179|390:229
2269930-4,17020,slider,469,273,0,P|453:295|429:310
2269930-4,17267,slider,327,352,0,P|334:325|340:297
2269930-4,17519,slider,260,233,0,P|252:260|247:287
2269930-4,17771,slider,169,336,0,P|126:363|74:363
2269930-4,18275,slider,0,178,0,P|25:183|50:190
2269930-4,18521,circle,152,238,2,
2269930-4,18645,slider,152,238,0,P|139:187|125:137
2269930-4,19015,slider,48,40,0,P|41:64|35:90
2269930-4,19262,slider,185,61,0,P|159:45|132:41
2269930-4,19509,slider,217,151,0,P|242:139|261:118
2269930-4,19756,slider,125,137,0,P|63:153|2:169
2269930-4,20126,circle,24,163,2,
2269930-4,20250,slider,152,238,0,P|177:244|202:250
2269930-4,20510,circle,254,339,2,
2269930-4,20641,slider,254,339,0,P|297:310|349:314
2269930-4,21014,slider,439,342,0,P|444:315|439:290
2269930-4,21263,slider,321,213,0,P|333:263|346:313
2269930-4,21793,slider,485,165,0,P|497:114|510:64
2269930-4,22280,slider,253,104,0,P|281:111|307:118
2269930-4,22520,circle,395,51,2,
2269930-4,22640,slider,395,51,0,P|341:36|287:23
2269930-4,23000,slider,208,128,0,P|232:119|252:103
2269930-4,23240,slider,195,11,0,P|191:24|187:38
2269930-4,24265,slider,460,355,0,P|445:297|429:239
2269930-4,24640,circle,501,103,2,
2269930-4,24765,slider,501,103,0,P|492:131|484:160
2269930-4,25015,slider,396,148,0,P|403:118|411:89
2269930-4,25265,slider,355,8,0,P|299:1|248:44
2269930-4,25640,circle,160,102,0,
2269930-4,25765,slider,160,102,0,P|218:116|276:132
2269930-4,26265,slider,70,45,0,P|50:87|71:159
2269930-4,26640,circle,148,224,2,
2269930-4,26765,slider,148,224,0,P|91:240|32:256
2269930-4,27265,slider,238,347,0,P|295:363|354:379
2269930-4,27640,circle,443,344,2,
2269930-4,27765,slider,443,344,0,P|471:310|462:231
2269930-4,28140,circle,350,81,0,
2269930-4,28265,slider,350,81,0,P|366:138|382:197
2269930-4,28640,circle,362,289,2,
2269930-4,28765,slider,362,289,0,P|325:275|307:255
2269930-4,29015,slider,267,134,0,P|259:163|253:193
2269930-4,29265,slider,164,307,0,P|128:336|53:333
2269930-4,29640,circle,38,247,0,
2269930-4,29765,slider,38,247,0,P|73:217|148:220
2269930-4,30265,slider,350,81,0,P|293:65|234:49
2269930-4,30640,circle,143,15,2,
2269930-4,30765,slider,143,15,0,P|137:73|171:121
2269930-4,31265,slider,365,23,0,P|356:51|349:81
2269930-4,31515,slider,482,116,0,P|461:94|439:73
2269930-4,31765,slider,287,190,0,P|344:175|402:159
2269930-4,32140,circle,402,158,0,
2269930-4,32265,slider,291,285,0,P|259:282|224:263
2269930-4,32515,circle,153,165,10,
2269930-4,32640,slider,252,58,0,P|272:132|291:208
2269930-4,33015,slider,122,249,0,P|130:216|139:180
2269930-4,33265,slider,63,325,0,P|92:340|126:344
2269930-4,33515,slider,286,189,0,P|252:192|222:208
2269930-4,33765,slider,229,368,0,P|268:357|306:347
2269930-4,34015,slider,448,283,0,P|415:274|382:265
2269930-4,34265,slider,253,104,0,P|261:136|270:169
2269930-4,34515,circle,357,103,8,
2269930-4,34640,slider,170,68,0,P|216:20|283:19
2269930-4,35015,slider,177,155,0,P|143:151|113:135
2269930-4,35265,slider,0,257,0,P|32:248|65:239
2269930-4,35515,slider,28,77,0,P|19:109|10:142
2269930-4,35765,slider,186,298,0,P|167:227|147:157
2269930-4,36140,circle,257,219,0,
2269930-4,36265,slider,111,354,0,P|95:324|91:290
2269930-4,36515,circle,150,166,10,
2269930-4,36640,slider,317,333,0,P|251:314|185:297
2269930-4,37015,slider,239,153,0,P|247:185|256:218
2269930-4,37265,slider,394,384,0,P|411:318|429:252
2269930-4,37640,circle,277,221,0,
2269930-4,37765,slider,277,221,0,P|308:244|342:248
2269930-4,38015,slider,499,187,0,P|468:164|434:160
2269930-4,38265,slider,374,22,0,P|365:54|356:87
2269930-4,38515,circle,277,221,8,
2269930-4,38640,slider,139,115,0,P|184:80|261:84
2269930-4,39015,slider,160,237,0,P|127:227|94:219
2269930-4,39265,circle,75,53,10,
2269930-4,39390,circle,213,162,8,
2269930-4,39515,circle,0,224,8,
2269930-4,39640,circle,139,115,8,
2269930-4,39765,circle,86,296,6,
2269930-4,39890,circle,40,143,4,
2269930-4,40015,circle,87,317,4,
2269930-4,40140,circle,130,138,4,
2269930-4,40265,circle,193,336,4,
2269930-4,44265,slider,193,336,0,P|182:294|171:252
2269930-4,44515,slider,351,149,0,P|341:185|332:222
2269930-4,44765,circle,208,99,2,
2269930-4,44890,circle,392,36,0,
2269930-4,45015,slider,217,192,0,P|167:184|145:167
2269930-4,45265,slider,279,0,0,P|288:36|297:73
2269930-4,45515,circle,363,238,8,
2269930-4,45640,slider,510,99,0,P|480:62|378:68
2269930-4,46015,slider,452,254,0,P|460:217|471:180
2269930-4,46265,slider,273,275,0,P|240:294|203:297
2269930-4,46515,slider,312,113,0,P|349:115|381:135
2269930-4,46765,slider,212,204,0,P|203:167|192:130
2269930-4,47015,circle,321,202,10,
2269930-4,47140,slider,125,42,0,P|103:117|82:198
2269930-4,47515,circle,18,93,10,
2269930-4,47640,slider,93,284,0,P|55:280|22:262
2269930-4,47890,circle,192,130,0,
2269930-4,48015,slider,156,356,0,P|123:374|85:377
2269930-4,48265,slider,167,221,0,B|221:206|221:206|255:226|255:226|309:211
2269930-4,48640,circle,505,161,0,
2269930-4,48765,circle,309,88,2,
2269930-4,48890,circle,417,251,0,
2269930-4,49015,circle,431,56,10,
2269930-4,49140,slider,309,210,0,P|328:272|358:373
2269930-4,49515,slider,490,270,0,P|453:261|416:250
2269930-4,49765,circle,282,77,2,
2269930-4,49890,circle,422,163,0,
2269930-4,50015,slider,280,231,0,P|242:227|209:209
2269930-4,50265,slider,0,64,0,P|46:17|136:24
2269930-4,50640,circle,209,209,0,
2269930-4,50765,circle,84,106,2,
2269930-4,50890,circle,206,227,0,
2269930-4,51015,circle,150,34,10,
2269930-4,51140,slider,62,249,0,P|137:228|208:209
2269930-4,51515,slider,368,75,0,P|358:111|349:148
2269930-4,51765,circle,322,326,2,
2269930-4,51890,circle,214,193,0,
2269930-4,52015,slider,337,334,0,P|373:324|410:315
2269930-4,52265,slider,495,119,0,P|449:72|359:79
2269930-4,52640,circle,305,235,0,
2269930-4,52765,circle,264,68,0,
2269930-4,52890,circle,411,159,0,
2269930-4,53015,slider,216,189,0,P|180:179|143:170
2269930-4,53265,slider,39,2,0,B|21:25|-5:43|-5:43|35:132
2269930-4,53640,circle,101,260,2,
2269930-4,53765,circle,172,88,0,
2269930-4,53890,circle,0,219,2,
2269930-4,54015,slider,183,323,0,P|202:290|205:253
2269930-4,54265,circle,56,112,10,
2269930-4,56262,slider,56,112,0,B|102:88|144:119|123:131|169:161|211:134
2269930-4,56637,slider,363,31,0,P|352:68|339:123
2269930-4,56887,circle,185,44,0,
2269930-4,57012,slider,331,208,0,P|378:205|407:184
2269930-4,57262,slider,203,138,0,P|225:215|245:292
2269930-4,57637,circle,316,122,0,
2269930-4,57762,circle,134,237,2,
2269930-4,57887,circle,344,306,0,
2269930-4,58012,slider,203,138,0,P|166:127|111:114
2269930-4,58262,slider,14,303,0,P|48:339|161:333
2269930-4,58637,circle,0,194,0,
2269930-4,58762,slider,203,138,0,P|192:175|179:230
2269930-4,59012,slider,11,30,0,P|22:67|35:122
2269930-4,59262,slider,266,66,0,P|232:45|192:45
2269930-4,59512,circle,129,252,10,
2269930-4,59637,slider,340,128,0,P|360:94|360:54
2269930-4,59887,circle,118,92,0,
2269930-4,60012,slider,248,241,0,P|285:230|340:217
2269930-4,60262,slider,481,48,0,P|463:113|440:203
2269930-4,60637,circle,334,345,0,
2269930-4,60762,slider,262,148,0,P|299:137|354:124
2269930-4,61012,slider,486,305,0,P|449:294|394:281
2269930-4,61262,slider,167,379,0,B|147:358|119:342|119:342|162:242
2269930-4,61637,circle,255,125,0,
2269930-4,61762,circle,334,345,2,
2269930-4,61887,circle,155,226,0,
2269930-4,62012,slider,349,109,0,P|360:146|350:185
2269930-4,62262,slider,89,118,0,P|166:137|243:158
2269930-4,62637,slider,503,69,0,P|425:87|347:109
2269930-4,63012,slider,247,0,0,P|247:39|267:73
2269930-4,63262,slider,410,252,0,P|419:213|430:174
2269930-4,63512,circle,203,220,10,
2269930-4,63637,slider,359,336,0,P|394:298|506:307
2269930-4,64012,slider,277,241,0,P|237:240|203:220
2269930-4,64262,slider,233,0,0,P|222:38|212:77
2269930-4,64512,slider,62,194,0,P|52:155|41:116
2269930-4,64762,circle,262,148,2,
2269930-4,64887,circle,89,275,0,
2269930-4,65012,circle,186,82,8,
2269930-4,65137,slider,277,241,0,B|315:326|315:326|282:340|266:369
2269930-4,65512,slider,107,265,0,P|146:275|185:286
2269930-4,65762,circle,378,119,2,
2269930-4,65887,circle,171,183,0,
2269930-4,66012,circle,352,298,10,
2269930-4,66137,slider,241,111,0,P|164:89|87:69
2269930-4,66512,slider,33,285,0,P|72:284|106:264
2269930-4,66762,slider,0,54,0,P|0:93|20:127
2269930-4,67012,circle,181,203,10,
2269930-4,67137,circle,86,31,0,
2269930-4,67262,slider,192,218,0,P|230:207|269:197
2269930-4,67512,slider,394,50,0,P|355:39|316:29
2269930-4,67762,circle,392,208,2,
2269930-4,67887,circle,484,24,0,
2269930-4,68012,slider,270,120,0,P|259:158|269:196
2269930-4,68262,slider,512,291,0,B|466:267|424:298|445:310|399:340|357:313
2269930-4,68637,slider,412,130,0,P|401:168|391:207
2269930-4,68887,circle,246,369,0,
2269930-4,69012,slider,269,196,0,P|279:234|289:273
2269930-4,69262,slider,143,347,0,P|94:356|24:308
2269930-4,69512,slider,8,239,0,P|17:200|28:161
2269930-4,69762,circle,202,17,2,
2269930-4,69887,circle,118,222,0,
2269930-4,70012,slider,6,77,0,P|40:57|79:56
2269930-4,70262,slider,269,196,0,P|230:186|191:174
2269930-4,70512,slider,308,0,0,P|319:38|329:77
2269930-4,70762,circle,382,294,10,
2269930-4,70887,circle,456,109,0,
2269930-4,71012,slider,269,196,0,P|269:235|289:269
2269930-4,71262,circle,510,176,8,
2269930-4,71387,circle,285,83,8,
2269930-4,71512,slider,395,308,0,P|404:269|416:230
2269930-4,71762,circle,189,50,8,
2269930-4,71887,circle,292,293,8,
2269930-4,72012,circle,378,37,8,
2269930-4,72137,circle,294,313,8,
2269930-4,72262,slider,177,37,0,P|112:17|38:76
2269930-4,73762,slider,285,83,0,P|274:120|260:175
2269930-4,74137,circle,199,222,0,
2269930-4,74262,slider,199,222,0,P|216:285|241:379
2269930-4,75762,slider,127,312,0,P|68:318|22:282
2269930-4,76262,slider,100,220,0,B|197:112|349:227|268:276|396:381|501:290
2269930-5,245,slider,106,14,0,P|117:62|123:89
2269930-5,511,circle,88,161,2,
2269930-5,645,slider,88,161,0,P|166:141|213:131
2269930-5,1016,circle,267,70,2,
2269930-5,1264,slider,291,72,0,P|316:102|297:176
2269930-5,1790,slider,234,329,0,P|209:299|228:225
2269930-5,2279,slider,409,178,0,P|398:226|392:253
2269930-5,2520,circle,437,336,2,
2269930-5,2641,slider,437,336,0,P|359:316|312:306
2269930-5,3004,circle,258,245,2,
2269930-5,3246,slider,242,232,0,B|180:216|192:260|117:237
2269930-5,3767,slider,0,143,0,P|18:204|30:251
2269930-5,4271,slider,207,378,0,P|213:350|219:322
2269930-5,4516,circle,286,263,2,
2269930-5,4639,slider,286,263,0,P|277:215|262:144
2269930-5,5008,circle,207,81,2,
2269930-5,5254,slider,208,60,0,B|271:35|271:35|316:57
2269930-5,5780,slider,467,131,0,B|404:156|404:156|359:134
2269930-5,6269,slider,208,60,0,P|214:87|220:115
2269930-5,6513,circle,281,187,2,
2269930-5,6636,slider,281,187,0,P|265:248|253:296
2269930-5,7003,circle,183,352,2,
2269930-5,7248,slider,173,371,0,B|109:379|126:337|49:350
2269930-5,7769,slider,2,200,0,P|49:186|104:236
2269930-5,8262,slider,265,328,0,P|328:308|348:301
2269930-5,8516,circle,405,203,2,
2269930-5,8643,slider,405,203,0,B|337:176|349:242|272:208
2269930-5,9021,slider,177,182,0,P|195:232|203:266
